NS	Entrophy	LT	NUC	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.02	0.02	0.0	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.04	0.0	1.02	1.0	
1.06	1.04	1.02	1.0	
1.06	1.04	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.04	2.0	1.02	1.0	
1.02	2.02	2.0	1.0	
1.02	2.02	2.0	1.0	
1.02	2.02	2.0	1.0	
1.02	2.02	2.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	4.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	5.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
1.02	2.0	6.0	1.0	
